Timestamp,Date,Time,Detected_Sign,Confidence,Detection_Source,Language,Location_Info,Session_ID
2025-08-16T09:59:07.569929,2025-08-16,09:59:07,Yield,0.9435,Video,English,Video File,20250816_095907
2025-08-16T09:59:07.758869,2025-08-16,09:59:07,Yield,0.9438,Video,English,Video File,20250816_095907
2025-08-16T09:59:07.966840,2025-08-16,09:59:07,Yield,0.9438,Video,English,Video File,20250816_095907
2025-08-16T09:59:08.175456,2025-08-16,09:59:08,Yield,0.9343,Video,English,Video File,20250816_095908
2025-08-16T09:59:08.464385,2025-08-16,09:59:08,Yield,0.9895,Video,English,Video File,20250816_095908
2025-08-16T09:59:08.654534,2025-08-16,09:59:08,Yield,0.9902,Video,English,Video File,20250816_095908
2025-08-16T09:59:09.048045,2025-08-16,09:59:09,Yield,0.8597,Video,English,Video File,20250816_095909
2025-08-16T09:59:09.246848,2025-08-16,09:59:09,Yield,0.9476,Video,English,Video File,20250816_095909
2025-08-16T09:59:09.454074,2025-08-16,09:59:09,Yield,0.9838,Video,English,Video File,20250816_095909
2025-08-16T09:59:09.766572,2025-08-16,09:59:09,Yield,0.9664,Video,English,Video File,20250816_095909
2025-08-16T09:59:09.988042,2025-08-16,09:59:09,Yield,0.9676,Video,English,Video File,20250816_095909
2025-08-16T09:59:10.205406,2025-08-16,09:59:10,Yield,0.8317,Video,English,Video File,20250816_095910
2025-08-16T09:59:10.575531,2025-08-16,09:59:10,Yield,0.8553,Video,English,Video File,20250816_095910
2025-08-16T09:59:10.790142,2025-08-16,09:59:10,Yield,0.9285,Video,English,Video File,20250816_095910
2025-08-16T09:59:10.987730,2025-08-16,09:59:10,Yield,0.9266,Video,English,Video File,20250816_095910
2025-08-16T09:59:11.193450,2025-08-16,09:59:11,Yield,0.9382,Video,English,Video File,20250816_095911
